alcohol,chlorides,citric acid,density,pH,sulphates,total sulfur dioxide,volatile acidity,quality
9.4,0.044,0.42,0.99562,3.14,0.4799999892711639,196.0,0.28,5
9.9,0.058,0.24,0.995,3.2,0.4099999964237213,163.0,0.43,5
10.8,0.031,0.25,0.99645,3.11,0.4000000059604645,96.0,0.23,5
12.3,0.034,0.26,0.9912,3.38,0.3799999952316284,134.0,0.38,7
10.65,0.037,0.28,0.99094,3.29,0.550000011920929,88.0,0.18,7
10.0,0.047,0.25,0.9925,3.35,0.4600000083446502,173.0,0.14,6
13.0,0.032,0.28,0.9932,2.99,0.4300000071525574,63.0,0.35,6
12.9,0.022,0.31,0.9892,3.3,0.4000000059604645,82.0,0.23,7
14.0,0.025,0.21,0.9894,3.39,0.7900000214576721,120.0,0.29,7
9.0,0.054,0.46,0.99848,3.23,0.5,234.0,0.42,5
12.2,0.035,0.34,0.99045,3.18,0.4399999976158142,82.0,0.25,6
9.1,0.058,0.38,0.99833,3.23,0.5400000214576721,243.0,0.435,6
9.2,0.074,0.32,0.998,2.96,0.4199999868869781,107.0,0.26,6
12.0,0.04,0.37,0.99009,3.15,0.6600000262260437,101.0,0.22,5
12.9,0.032,0.32,0.99188,3.13,0.6499999761581421,113.0,0.35,7
9.4,0.053,0.21,0.99445,3.3,0.4300000071525574,104.0,0.18,5
9.2,0.054,0.25,0.9956,3.12,0.4900000095367431,111.0,0.3,5
11.0,0.043,0.31,0.99158,3.49,0.6800000071525574,117.0,0.21,6
12.9,0.03,0.27,0.98892,3.35,0.3700000047683716,103.0,0.18,6
11.3,0.035,0.42,0.9908,2.99,0.3899999856948852,86.0,0.29,5
11.0,0.035,0.3,0.9927,3.27,0.4099999964237213,97.0,0.35,7
11.4,0.048,0.29,0.9915,3.06,0.449999988079071,73.0,0.26,6
11.0,0.03,0.41,0.99368,3.22,0.5400000214576721,114.0,0.23,6
8.9,0.054,0.2,0.99888,3.11,0.5,229.0,0.35,6
11.0,0.034,0.29,0.9917,3.3,0.5,118.0,0.21,8
9.8,0.048,0.24,0.9982,3.44,0.5299999713897705,113.0,0.41,6
10.4,0.046,0.49,0.9952,3.62,0.8100000023841858,187.0,0.16,6
9.1,0.054,0.45,0.99869,3.14,0.5699999928474426,181.0,0.29,5
10.6,0.036,0.3,0.99368,3.18,0.3899999856948852,127.0,0.21,5
13.0,0.043,0.24,0.9904,3.22,0.6000000238418579,155.0,0.51,6
10.2,0.045,0.49,0.9942,3.4,0.5899999737739563,100.0,0.3,5
9.2,0.028,0.27,0.9948,3.34,0.449999988079071,104.0,0.13,6
11.9,0.035,0.29,0.99364,3.18,0.3400000035762787,93.0,0.2,6
11.7,0.037,0.33,0.9912,3.21,0.6499999761581421,101.0,0.32,7
12.6,0.045,0.38,0.9925,3.19,0.3700000047683716,122.0,0.42,7
8.8,0.047,0.68,0.9978,2.99,0.3799999952316284,133.0,0.23,5
12.1,0.04,0.37,0.9912,3.06,0.6100000143051147,96.0,0.18,6
9.8,0.069,0.26,0.9954,3.13,0.4600000083446502,160.0,0.31,6
9.3,0.053,0.37,0.996,3.16,0.5,148.0,0.4,5
12.8,0.04,0.34,0.99155,3.14,0.449999988079071,108.0,0.42,8
12.5,0.027,0.44,0.99124,2.96,0.3700000047683716,126.0,0.34,6
10.1,0.047,0.3,0.9931,3.17,0.4799999892711639,117.0,0.4,6
10.5,0.046,0.32,0.99452,3.08,0.5199999809265137,159.0,0.23,6
11.4,0.056,0.21,0.9908,3.32,0.3300000131130218,121.0,0.12,6
10.0,0.052,0.33,0.99316,3.15,0.6000000238418579,210.0,0.32,5
9.533334,0.05,0.2,0.99504,3.18,0.4799999892711639,179.0,0.23,5
9.4,0.033,0.49,0.9932,3.3,0.699999988079071,51.0,0.15,6
11.6,0.028,0.28,0.998,2.96,0.3499999940395355,130.0,0.22,5
9.7,0.053,0.33,0.9978,3.22,0.5099999904632568,190.0,0.28,6
9.4,0.048,0.27,0.9993,3.35,0.4399999976158142,168.0,0.26,5
12.7,0.041,0.32,0.98949,3.22,0.3899999856948852,72.0,0.23,6
12.1,0.044,0.49,0.99,3.13,0.4799999892711639,126.0,0.27,7
11.0,0.049,0.26,0.9928,3.15,0.4199999868869781,93.0,0.2,6
10.1,0.048,0.24,0.9942,3.37,0.6000000238418579,124.0,0.25,6
10.1,0.042,0.29,0.99586,3.11,0.5099999904632568,157.0,0.24,6
12.2,0.021,0.43,0.99,3.08,0.5600000023841858,69.0,0.24,6
11.2,0.059,0.45,0.9972,3.33,0.7699999809265137,139.0,0.28,6
9.2,0.063,0.32,0.998,3.0,0.449999988079071,201.0,0.285,5
12.2,0.042,0.36,0.99123,2.97,0.3100000023841858,116.0,0.33,8
9.3,0.054,0.12,0.99424,3.16,0.5,97.0,0.32,5
9.9,0.042,0.37,0.9979,3.48,0.75,130.0,0.27,6
9.1,0.042,0.18,0.99644,3.16,0.4900000095367431,180.0,0.29,5
9.5,0.049,0.52,0.99551,3.16,0.5099999904632568,192.0,0.29,6
12.5,0.029,0.36,0.99076,3.13,0.6299999952316284,63.0,0.24,6
10.9,0.049,0.31,0.993,3.1,0.4199999868869781,97.0,0.22,5
10.8,0.044,0.39,0.9941,3.46,0.4399999976158142,180.0,0.2,7
11.4,0.05,0.31,0.9914,3.14,0.5099999904632568,156.0,0.25,6
11.466666,0.037,0.3,0.99085,2.89,0.3000000119209289,129.0,0.27,6
9.0,0.059,0.33,0.9956,3.43,0.3899999856948852,118.0,0.15,7
12.2,0.03,0.36,0.9904,3.14,0.3799999952316284,135.0,0.48,7
9.4,0.04,0.19,0.99579,3.16,0.5,184.0,0.28,5
9.6,0.039,0.21,0.9982,3.48,0.6399999856948853,159.0,0.25,6
10.8,0.042,0.49,0.9944,3.14,0.4099999964237213,124.0,0.29,6
9.1,0.066,0.3,0.9945,3.2,0.4199999868869781,165.0,0.51,5
9.5,0.032,0.16,0.99274,3.16,0.4199999868869781,98.0,0.41,5
10.8,0.041,0.32,0.9939,3.25,0.5199999809265137,118.0,0.26,6
10.4,0.052,0.35,0.9941,3.41,0.5899999737739563,128.0,0.24,7
10.8,0.044,0.38,0.996,3.37,0.7400000095367432,172.0,0.24,6
11.6,0.023,0.25,0.9923,3.37,0.5099999904632568,112.0,0.19,6
9.9,0.055,0.49,0.9946,3.33,0.4399999976158142,110.0,0.19,5
9.7,0.054,0.23,0.99898,3.18,0.4900000095367431,174.0,0.41,5
10.1,0.05,0.28,0.99655,3.34,0.4199999868869781,132.0,0.13,6
9.6,0.043,0.36,0.99556,3.16,0.4900000095367431,207.0,0.28,6
9.5,0.033,0.42,0.99684,2.87,0.4699999988079071,124.0,0.17,5
10.5,0.045,0.29,0.9936,3.34,0.6800000071525574,180.0,0.29,6
12.3,0.029,0.33,0.98994,3.25,0.4199999868869781,88.0,0.29,6
11.2,0.032,0.32,0.99095,3.05,0.6200000047683716,130.0,0.29,6
9.3,0.053,0.61,0.99708,3.09,0.5,123.0,0.31,6
10.8,0.024,0.32,0.99563,3.12,0.4600000083446502,209.0,0.25,6
12.2,0.055,0.27,0.9925,3.23,0.4399999976158142,135.0,0.3,6
11.0,0.03,0.35,0.99244,2.8,0.5400000214576721,116.0,0.23,6
10.8,0.027,0.37,0.9897,3.09,0.3100000023841858,21.0,0.19,5
11.3,0.026,0.21,0.99089,3.22,0.3799999952316284,126.0,0.26,7
9.3,0.056,0.28,0.9986,3.31,0.550000011920929,174.0,0.43,5
9.3,0.054,0.4,0.9952,3.04,0.4600000083446502,151.0,0.22,4
9.1,0.042,0.41,0.9965,3.0,0.4399999976158142,173.0,0.25,5
9.4,0.057,0.34,0.9954,2.99,0.5899999737739563,101.0,0.21,5
10.5,0.034,0.36,0.9944,3.42,0.4799999892711639,172.0,0.33,4
10.4,0.045,0.28,0.9954,3.25,0.5400000214576721,222.0,0.21,6
12.3,0.058,0.22,0.9946,3.32,0.3799999952316284,206.0,0.27,6
12.4,0.034,0.28,0.99026,3.08,0.4699999988079071,100.0,0.32,7
9.3,0.042,0.36,0.9982,3.23,0.5099999904632568,169.0,0.3,6
10.5,0.054,0.31,0.9948,3.46,0.5699999928474426,202.0,0.39,6
12.2,0.04,0.3,0.99173,3.33,0.4199999868869781,143.0,0.36,7
11.9,0.037,0.31,0.99176,3.02,0.3899999856948852,121.0,0.22,8
9.3,0.054,0.39,0.9932,3.21,0.5199999809265137,158.0,0.24,6
9.2,0.042,0.35,0.9967,3.23,0.4699999988079071,140.0,0.23,5
10.2,0.044,0.15,0.9931,3.11,0.3799999952316284,78.0,0.38,6
11.0,0.05,0.42,0.992,2.94,0.4600000083446502,135.0,0.27,6
11.5,0.03,0.24,0.9909,3.31,0.4699999988079071,105.0,0.2,6
13.0,0.032,0.28,0.9889,3.19,0.4099999964237213,131.0,0.33,6
9.0,0.051,0.28,0.99792,2.96,0.3899999856948852,149.0,0.15,7
9.8,0.045,0.38,0.9975,3.18,0.4199999868869781,120.0,0.15,6
10.8,0.042,0.34,0.99278,2.99,0.4000000059604645,111.0,0.17,6
11.5,0.034,0.31,0.99084,3.38,0.3499999940395355,138.0,0.14,7
11.0,0.015,0.32,0.99278,2.99,0.3899999856948852,124.0,0.19,6
8.9,0.045,0.5,0.9974,3.04,0.5299999713897705,127.0,0.3,6
11.4,0.047,0.41,0.9929,3.15,0.6899999976158142,134.0,0.27,6
11.5,0.034,0.35,0.9947,3.21,0.3600000143051147,150.0,0.25,6
10.0,0.051,0.23,0.9934,3.24,0.3499999940395355,149.0,0.39,5
12.0,0.035,0.49,0.9935,3.04,0.3400000035762787,95.0,0.23,6
12.7,0.039,0.3,0.99068,3.27,0.3100000023841858,136.0,0.21,6
9.8,0.05,0.51,0.9929,3.08,0.6000000238418579,154.0,0.26,6
12.9,0.102,0.53,0.99001,2.93,0.5699999928474426,76.0,0.38,5
11.7,0.031,0.3,0.98986,3.01,0.5600000023841858,94.0,0.12,6
11.7,0.028,0.4,0.9914,3.26,0.7200000286102295,138.0,0.2,5
9.5,0.049,0.47,0.9927,3.19,0.449999988079071,187.0,0.3,5
11.7,0.031,0.38,0.99321,3.34,0.4600000083446502,140.0,0.31,6
10.4,0.033,0.37,0.99726,3.18,0.7900000214576721,151.0,0.19,6
10.8,0.051,0.27,0.9928,3.23,0.5,190.0,0.24,6
10.2,0.048,0.22,0.9955,3.25,0.4099999964237213,198.0,0.265,5
12.7,0.025,0.34,0.98961,3.36,0.3700000047683716,111.0,0.23,6
11.0,0.03,0.49,0.994,2.99,0.3199999928474426,132.0,0.19,7
13.9,0.027,0.2,0.98936,3.36,0.7799999713897705,123.0,0.32,7
11.1,0.032,0.25,0.99244,2.9,0.3700000047683716,138.0,0.31,5
10.5,0.035,0.47,0.99456,3.03,0.3400000035762787,128.0,0.15,8
9.5,0.06,0.57,0.9924,3.06,0.4099999964237213,120.0,0.29,5
10.4,0.033,0.2,0.9938,3.3,0.6899999976158142,137.0,0.38,6
9.7,0.032,0.38,0.99298,3.29,0.5400000214576721,112.0,0.23,5
12.2,0.042,0.16,0.98912,3.23,0.3700000047683716,99.0,0.2,6
11.3,0.034,0.3,0.99121,3.03,0.5600000023841858,148.0,0.23,7
12.2,0.049,0.31,0.99067,3.44,0.7300000190734863,153.0,0.32,7
9.6,0.04,0.34,0.99708,3.11,0.5699999928474426,202.0,0.25,6
9.5,0.05,0.27,0.99422,3.08,0.4699999988079071,98.0,0.17,6
12.3,0.027,0.38,0.98926,3.24,0.3600000143051147,90.0,0.24,6
10.8,0.042,0.34,0.99179,3.27,0.4699999988079071,162.0,0.31,6
9.0,0.044,0.22,0.99855,3.24,0.4799999892711639,110.0,0.22,6
12.6,0.036,0.42,0.98871,3.1,0.4600000083446502,113.0,0.3,7
9.4,0.044,0.18,0.99655,3.14,0.5199999809265137,155.0,0.21,6
10.0,0.039,0.19,0.99265,3.54,0.4099999964237213,88.0,0.415,7
10.3,0.044,0.41,0.99293,3.28,0.449999988079071,126.0,0.28,5
10.5,0.047,0.38,0.9954,3.34,0.5199999809265137,162.0,0.23,7
11.4,0.041,0.33,0.99048,3.21,0.5,117.0,0.29,5
9.1,0.064,0.03,0.9934,3.22,0.5400000214576721,120.0,0.35,5
10.7,0.02,0.37,0.9939,3.0,0.4799999892711639,93.0,0.25,7
9.2,0.05,0.22,0.99904,3.06,0.5,139.0,0.26,5
12.5,0.019,0.38,0.98961,3.05,0.3600000143051147,82.0,0.19,6
11.6,0.035,0.35,0.99457,3.12,0.3600000143051147,108.0,0.33,6
9.6,0.053,0.32,0.9948,3.29,0.7599999904632568,150.0,0.17,6
10.8,0.046,0.18,0.99226,3.27,0.550000011920929,114.0,0.16,6
10.6,0.037,0.35,0.9933,3.16,0.6899999976158142,120.0,0.28,5
8.8,0.044,0.32,0.99975,3.12,0.4699999988079071,169.0,0.23,7
11.3,0.032,0.28,0.9916,3.26,0.4699999988079071,132.0,0.44,7
12.2,0.029,0.27,0.9892,3.2,0.4600000083446502,81.0,0.25,6
10.6,0.04,0.31,0.9946,3.29,0.5699999928474426,168.0,0.28,7
11.0,0.031,0.3,0.99296,3.22,0.4600000083446502,139.0,0.28,6
9.8,0.046,0.24,0.9928,3.19,0.3899999856948852,60.0,0.24,5
12.1,0.028,0.38,0.99274,3.1,0.4300000071525574,82.0,0.36,7
9.5,0.051,0.5,0.99536,3.18,0.4699999988079071,197.0,0.26,5
9.2,0.058,0.38,0.9997,3.38,0.6000000238418579,165.0,0.31,5
9.2,0.045,0.42,0.9991,3.18,0.6299999952316284,213.0,0.3,5
9.9,0.044,0.26,0.99611,3.11,0.5799999833106995,205.0,0.32,5
9.7,0.051,0.36,0.9984,3.09,0.5299999713897705,173.0,0.51,5
8.7,0.042,0.27,1.0001,3.3,0.3600000143051147,146.0,0.21,5
12.2,0.034,0.33,0.9935,3.18,0.4099999964237213,98.0,0.4,7
10.8,0.024,0.2,0.9916,3.24,0.5400000214576721,101.0,0.25,6
9.6,0.047,0.3,0.995,3.2,0.3899999856948852,206.0,0.31,6
8.8,0.084,0.26,1.0011,3.17,0.3899999856948852,139.0,0.26,5
11.4,0.035,0.31,0.99053,3.27,0.6899999976158142,79.0,0.29,7
9.6,0.096,0.36,0.99642,3.11,0.4900000095367431,92.0,0.5,5
9.9,0.055,0.56,0.99605,3.13,0.6499999761581421,170.0,0.38,6
9.6,0.042,0.17,0.99304,3.13,0.4000000059604645,144.0,0.31,5
12.8,0.03,0.28,0.99024,3.09,0.5799999833106995,98.0,0.25,7
9.2,0.06,0.04,0.9934,3.26,0.5400000214576721,108.0,0.35,5
11.4,0.042,0.25,0.992,3.25,0.4199999868869781,189.0,0.24,6
9.8,0.037,0.37,0.99345,3.38,0.5,109.0,0.16,6
10.0,0.049,0.25,0.995,3.16,0.3799999952316284,137.0,0.16,6
8.7,0.06,0.16,0.99353,3.13,0.4600000083446502,126.0,0.28,6
12.4,0.044,0.4,0.9912,3.54,0.5199999809265137,143.0,0.16,7
12.0,0.042,0.26,0.99114,3.38,0.5099999904632568,83.0,0.46,8
12.2,0.036,0.54,0.99267,3.26,0.4699999988079071,169.0,0.52,6
10.4,0.048,0.22,0.9945,3.34,0.4900000095367431,168.0,0.21,6
9.5,0.044,0.35,0.997,3.09,0.5600000023841858,186.0,0.23,7
9.4,0.045,0.36,0.99556,3.17,0.4699999988079071,119.0,0.34,4
11.0,0.051,0.29,0.99374,3.43,0.5899999737739563,143.0,0.28,6
9.5,0.054,0.31,0.99416,2.96,0.449999988079071,89.0,0.2,6
9.2,0.06,0.14,0.99344,3.07,0.3400000035762787,113.0,0.38,4
9.2,0.04,0.18,0.99736,3.14,0.5,116.0,0.29,5
11.4,0.038,0.4,0.9901,3.03,0.3899999856948852,101.0,0.25,6
9.2,0.052,0.22,0.9946,3.14,0.6200000047683716,142.0,0.41,5
10.2,0.048,0.35,0.9939,3.32,0.4199999868869781,108.0,0.115,6
10.5,0.042,0.33,0.99198,3.04,0.6800000071525574,121.0,0.16,7
12.2,0.018,0.28,0.99122,3.24,0.3199999928474426,103.0,0.33,6
12.6,0.038,0.27,0.99026,3.2,0.6000000238418579,97.0,0.3,8
11.0,0.036,0.5,0.99294,2.96,0.5600000023841858,191.0,0.21,6
9.4,0.058,0.49,0.9965,3.65,0.5199999809265137,166.0,0.26,4
9.8,0.056,0.33,0.998,3.42,0.4199999868869781,169.0,0.23,6
12.2,0.031,0.49,0.9893,3.07,0.3300000131130218,99.0,0.29,6
9.0,0.056,0.21,0.99827,3.11,0.4799999892711639,159.0,0.3,5
10.55,0.031,0.19,0.99704,2.97,0.4000000059604645,106.0,0.315,6
12.4,0.036,0.49,0.9916,3.26,0.6800000071525574,105.0,0.3,7
12.9,0.035,0.31,0.98914,3.26,0.3899999856948852,106.0,0.3,7
9.0,0.047,0.52,0.9982,3.1,0.4600000083446502,179.0,0.26,5
10.7,0.039,0.2,0.99158,3.0,0.3799999952316284,132.0,0.3,5
9.0,0.066,0.32,0.9992,3.6,0.4300000071525574,158.0,0.22,6
12.2,0.038,0.09,0.99022,3.41,0.4000000059604645,97.0,0.54,7
10.8,0.036,0.25,0.99362,3.06,0.3799999952316284,124.0,0.3,6
11.2,0.037,0.32,0.992,3.17,0.4199999868869781,123.0,0.24,8
10.8,0.046,0.28,0.99468,3.1,0.550000011920929,121.0,0.22,5
11.7,0.033,0.33,0.99057,3.2,0.4399999976158142,116.0,0.3,6
11.9,0.041,0.39,0.99093,3.08,0.4300000071525574,154.0,0.2,5
11.8,0.03,0.23,0.99322,3.41,0.6399999856948853,158.0,0.33,6
10.0,0.034,0.32,0.99512,3.29,0.3100000023841858,81.0,0.15,6
12.5,0.03,0.43,0.99164,3.08,0.5899999737739563,110.0,0.28,8
13.7,0.03,0.29,0.98913,3.41,0.3300000131130218,123.0,0.17,7
10.5,0.054,0.33,0.9926,3.42,0.5099999904632568,164.0,0.18,5
10.0,0.041,0.21,0.9941,3.15,0.6000000238418579,218.0,0.31,5
11.7,0.023,0.34,0.98958,3.18,0.699999988079071,115.0,0.22,6
11.2,0.044,0.29,0.9904,3.12,0.4199999868869781,97.0,0.4,6
9.1,0.049,0.54,0.9984,3.06,0.449999988079071,162.5,0.28,6
9.1,0.083,0.25,0.99976,3.17,0.5,157.0,0.24,5
10.8,0.038,0.29,0.99296,3.2,0.550000011920929,144.0,0.32,5
9.5,0.038,0.45,0.9956,3.18,0.4799999892711639,200.0,0.3,5
9.5,0.073,0.26,0.9956,3.3,0.6700000166893005,202.0,0.26,5
10.6,0.076,0.33,0.9921,3.14,0.4600000083446502,57.0,0.16,6
11.1,0.037,0.37,0.9948,3.05,0.5400000214576721,76.0,0.28,5
10.0,0.043,0.28,0.9954,3.12,0.550000011920929,176.0,0.22,5
12.7,0.032,0.39,0.9898,3.25,0.4000000059604645,65.0,0.23,7
10.6,0.037,0.23,0.99528,3.08,0.3799999952316284,99.0,0.29,6
10.5,0.044,0.24,0.99462,3.38,0.5799999833106995,113.0,0.25,6
9.5,0.05,0.49,0.9951,3.23,0.3400000035762787,210.0,0.23,5
11.7,0.046,0.28,0.99038,3.18,0.5099999904632568,90.0,0.19,7
12.8,0.08,0.43,0.9905,3.19,0.4199999868869781,123.0,0.28,5
11.0,0.054,0.35,0.99287,3.1,0.5400000214576721,143.0,0.18,7
13.5,0.041,0.37,0.9896,3.07,0.4300000071525574,128.0,0.44,7
11.4,0.045,0.36,0.9928,3.02,0.3700000047683716,123.0,0.28,6
10.4,0.033,0.26,0.99316,3.44,0.5099999904632568,136.0,0.24,7
11.4,0.032,0.38,0.9914,3.25,0.550000011920929,112.0,0.17,7
10.9,0.042,0.28,0.99385,3.36,0.5699999928474426,155.0,0.33,6
8.9,0.035,0.49,0.99732,3.08,0.5400000214576721,137.0,0.285,6
12.7,0.047,0.38,0.98964,3.17,0.4300000071525574,148.0,0.33,6
10.3,0.046,0.14,0.9937,3.3,0.7099999785423279,197.0,0.335,5
11.4,0.028,0.3,0.9936,3.4,0.4199999868869781,87.0,0.35,7
11.1,0.05,0.33,0.99304,3.26,0.5799999833106995,137.0,0.3,5
9.5,0.094,0.18,0.99474,2.9,0.4900000095367431,166.0,0.33,5
11.7,0.036,0.27,0.9939,2.96,0.4600000083446502,112.0,0.3,6
9.6,0.035,0.12,0.99358,3.34,0.4399999976158142,247.0,0.24,6
10.6,0.042,0.13,0.99114,3.06,0.5199999809265137,172.0,0.39,5
10.3,0.037,0.3,0.993,3.5,0.5400000214576721,79.0,0.17,6
9.0,0.061,0.31,0.99475,3.18,0.449999988079071,134.0,0.36,6
10.0,0.049,0.5,0.9927,3.22,0.6399999856948853,155.0,0.32,6
9.8,0.069,0.23,0.99382,3.11,0.6200000047683716,134.0,0.31,5
11.4,0.022,0.3,0.99099,3.42,0.5699999928474426,100.0,0.15,7
11.4,0.044,0.36,0.9914,3.27,0.7400000095367432,146.0,0.12,7
9.3,0.047,0.29,0.9982,3.22,0.449999988079071,171.0,0.25,5
11.1,0.044,0.29,0.994,3.3,0.5,122.0,0.4,8
13.2,0.043,0.28,0.98924,3.21,0.4699999988079071,67.0,0.38,6
10.1,0.053,0.32,0.99537,3.35,0.4699999988079071,94.0,0.46,5
12.7,0.022,0.45,0.99134,3.2,0.699999988079071,97.0,0.32,7
11.7,0.037,0.34,0.98949,2.96,0.5,79.0,0.15,6
9.3,0.055,0.31,0.9968,3.08,0.5400000214576721,151.0,0.29,5
9.3,0.05,0.22,0.99659,3.06,0.5799999833106995,179.0,0.24,6
11.8,0.033,0.38,0.991,3.42,0.4199999868869781,94.0,0.32,7
9.6,0.05,0.26,0.99514,3.14,0.5,180.0,0.32,5
12.1,0.035,0.36,0.9899,3.09,0.4600000083446502,70.0,0.28,6
9.2,0.045,0.24,0.99822,3.08,0.5199999809265137,147.0,0.33,5
8.8,0.037,0.48,0.99808,3.02,0.3400000035762787,182.0,0.29,5
10.8,0.035,0.32,0.99215,3.23,0.4600000083446502,133.0,0.27,6
11.4,0.051,0.28,0.9957,3.06,0.4699999988079071,157.0,0.45,7
10.2,0.036,0.33,0.9966,3.08,0.4000000059604645,172.0,0.34,5
11.1,0.059,0.32,0.99254,3.18,0.4199999868869781,104.0,0.26,5
12.1,0.032,0.33,0.99258,3.1,0.4300000071525574,90.0,0.32,7
9.6,0.046,0.38,0.99662,3.32,0.5400000214576721,175.0,0.5,5
9.9,0.043,0.37,0.99632,3.08,0.5299999713897705,173.0,0.24,6
12.5,0.037,0.3,0.98914,2.96,0.3600000143051147,95.0,0.24,6
12.0,0.032,0.4,0.99214,3.18,0.5299999713897705,121.0,0.21,7
10.5,0.038,0.31,0.9923,3.3,0.3899999856948852,79.0,0.15,6
8.7,0.047,0.62,0.9976,3.16,0.5,178.0,0.39,5
11.5,0.028,0.45,0.9922,3.51,0.4900000095367431,191.0,0.32,7
12.1,0.028,0.34,0.9901,3.0,0.3799999952316284,118.0,0.28,7
10.5,0.035,0.07,0.991,3.02,0.3400000035762787,151.0,0.47,5
10.8,0.034,0.31,0.9938,3.06,0.3100000023841858,154.0,0.29,5
9.6,0.093,0.34,0.9938,3.25,0.4900000095367431,136.0,0.17,6
10.3,0.031,0.49,0.9932,3.03,0.4000000059604645,122.0,0.15,6
11.3,0.035,0.34,0.99096,3.07,0.7200000286102295,93.0,0.15,7
9.0,0.044,0.13,0.99772,3.24,0.4699999988079071,158.0,0.42,5
10.7,0.036,0.27,0.9928,3.05,0.7599999904632568,157.0,0.22,7
8.9,0.055,0.14,0.9941,3.15,0.4300000071525574,84.0,0.365,5
10.4,0.035,0.3,0.9954,2.99,0.5699999928474426,172.0,0.24,6
9.1,0.055,0.23,0.9986,3.26,0.5400000214576721,176.0,0.32,5
11.4,0.031,0.42,0.9917,3.09,0.3899999856948852,93.0,0.28,5
9.7,0.051,0.29,0.9944,3.44,0.3700000047683716,122.0,0.13,6
11.1,0.044,0.46,0.99127,2.97,0.449999988079071,111.0,0.13,5
9.2,0.053,0.15,0.9936,3.09,0.4300000071525574,183.0,0.34,5
12.9,0.026,0.28,0.9898,3.43,0.6499999761581421,126.0,0.25,8
8.9,0.047,0.24,0.99896,3.1,0.449999988079071,111.0,0.28,6
11.0,0.053,0.31,0.99544,3.2,0.5600000023841858,113.0,0.36,6
10.2,0.043,0.3,0.9944,3.44,0.6100000143051147,121.0,0.26,6
10.0,0.037,0.44,0.9944,3.18,0.6499999761581421,132.0,0.26,5
10.0,0.054,0.26,0.9952,3.58,0.5699999928474426,180.0,0.44,5
10.4,0.038,0.33,0.9954,3.04,0.6499999761581421,116.0,0.31,6
9.6,0.042,0.35,0.9978,3.23,0.5,195.0,0.28,6
8.6,0.052,0.57,1.0001,2.93,0.6399999856948853,256.0,0.36,5
10.9,0.037,0.28,0.99074,3.33,0.4199999868869781,83.0,0.12,7
9.9,0.048,0.23,0.99612,3.11,0.5600000023841858,201.0,0.29,6
11.2,0.041,0.32,0.99296,3.17,0.550000011920929,119.0,0.22,6
8.9,0.034,0.22,0.9961,3.19,0.5199999809265137,203.0,0.27,5
12.1,0.036,0.04,0.9894,3.36,0.3300000131130218,119.0,0.44,8
11.5,0.051,0.38,0.9928,3.21,0.3799999952316284,129.0,0.25,6
11.3,0.06,0.49,0.9966,3.26,0.5799999833106995,162.0,0.4,6
11.8,0.038,0.32,0.99074,3.32,0.5299999713897705,118.0,0.23,7
10.4,0.037,0.3,0.99698,3.25,0.3700000047683716,169.0,0.34,6
10.7,0.06,0.34,0.9931,3.51,0.4699999988079071,111.0,0.21,6
13.3,0.036,0.28,0.988245,3.14,0.4099999964237213,106.0,0.3,6
13.0,0.034,0.29,0.99056,3.29,0.4600000083446502,134.0,0.47,7
10.2,0.049,0.3,0.99289,3.24,0.6100000143051147,113.0,0.32,5
10.6,0.042,0.4,0.9915,2.89,0.5,60.0,0.26,5
12.8,0.032,0.32,0.99158,3.12,0.6399999856948853,114.0,0.28,7
12.7,0.066,0.46,0.9906,3.12,0.5400000214576721,133.0,0.3,6
9.6,0.044,0.29,0.9982,3.06,0.4699999988079071,194.0,0.24,7
12.4,0.055,0.25,0.99171,3.27,0.5,138.0,0.32,8
9.3,0.049,0.28,0.99748,3.24,0.449999988079071,205.0,0.48,5
9.3,0.05,0.24,0.99943,3.12,0.6100000143051147,184.0,0.34,5
10.0,0.042,0.41,0.9954,3.36,0.449999988079071,149.0,0.25,6
12.3,0.047,0.44,0.991,3.01,0.7599999904632568,144.0,0.34,6
9.7,0.05,0.31,0.9972,3.22,0.4799999892711639,202.0,0.25,6
9.9,0.034,0.49,0.9945,3.12,0.449999988079071,158.0,0.3,6
10.9,0.044,0.36,0.9959,3.16,0.4399999976158142,90.0,0.16,7
9.8,0.028,0.29,0.99215,3.3,0.4000000059604645,66.0,0.21,5
10.0,0.043,0.26,0.99676,3.11,0.4900000095367431,211.0,0.24,6
11.3,0.04,0.36,0.993,3.23,0.5199999809265137,155.0,0.32,6
9.5,0.051,0.35,0.99422,3.1,0.4399999976158142,98.0,0.15,6
11.5,0.036,0.4,0.9909,3.08,0.6800000071525574,55.0,0.19,7
12.2,0.046,0.28,0.9918,3.16,0.5600000023841858,102.0,0.43,7
10.9,0.032,0.28,0.9914,3.1,0.3899999856948852,92.0,0.24,6
9.4,0.055,0.19,0.9953,3.29,0.4099999964237213,127.0,0.12,5
12.5,0.029,0.43,0.99118,3.08,0.5,76.0,0.53,8
12.2,0.032,0.33,0.99182,3.31,0.3799999952316284,127.0,0.19,6
9.0,0.067,0.36,0.9976,3.01,0.4799999892711639,178.0,0.25,6
10.8,0.05,0.36,0.992,3.19,0.4399999976158142,100.0,0.25,6
12.5,0.047,0.53,0.9921,3.23,0.2800000011920929,109.0,0.26,6
10.3,0.044,0.31,0.9932,3.54,0.5099999904632568,96.0,0.15,6
